time,price,logPrice,return,signal,equity,share,z,ucl,lcl,logEquity,portReturn,downsideReturn
2021-09-01 00:00:00,46778.94,10.753188380625353,0.0,0.0,100.0,0.0,0.00013153942007512864,0.006559476085842913,-0.006183649171342546,4.605170185988092,,0.0
2021-09-01 01:00:00,46864.76,10.755021286074975,0.001832905449621336,0.0,100.0,0.0,0.0006419492289389909,0.00796539681575494,-0.007589569901254574,4.605170185988092,0.0,0.0
2021-09-01 02:00:00,46899.74,10.755767410708984,0.0007461246340092487,0.0,100.0,0.0,0.0006732018504600682,0.008568637862220826,-0.00819281094772046,4.605170185988092,0.0,0.0
2021-09-01 03:00:00,47055.59,10.759084947733037,0.003317537024052797,0.0,100.0,0.0,0.0014665024025378867,0.008848901604718925,-0.008473074690218558,4.605170185988092,0.0,0.0
2021-09-01 04:00:00,47146.4,10.761012933078767,0.0019279853457305762,0.0,100.0,0.0,0.0016049472854956933,0.008982971218201534,-0.008607144303701167,4.605170185988092,0.0,0.0
2021-09-01 05:00:00,47447.87,10.767386913673299,0.0063739805945317585,0.0,100.0,0.0,0.0030356572782065127,0.009047924768141952,-0.008672097853641585,4.605170185988092,0.0,0.0
2021-09-01 06:00:00,47333.75,10.764978850693446,-0.002408062979853298,0.0,100.0,0.0,0.0014025412007885696,0.00907957879847582,-0.008703751883975453,4.605170185988092,0.0,0.0
2021-09-01 07:00:00,47192.28,10.761985598874329,-0.0029932518191166935,0.0,100.0,0.0,8.380329481699061e-05,0.009095048208383825,-0.008719221293883458,4.605170185988092,0.0,0.0
2021-09-01 08:00:00,47369.82,10.76574059603724,0.0037549971629111667,0.0,100.0,0.0,0.0011851614552452435,0.009102618419993328,-0.008726791505492961,4.605170185988092,0.0,0.0
2021-09-01 09:00:00,47666.92,10.771992935245127,0.0062523392078865925,0.0,100.0,0.0,0.002705314781037648,0.00910632547793697,-0.008730498563436603,4.605170185988092,0.0,0.0
2021-09-01 10:00:00,47530.55,10.76912794118007,-0.002864994065056692,0.0,100.0,0.0,0.001034222127209346,0.009108141373942528,-0.008732314459442161,4.605170185988092,0.0,0.0
2021-09-01 11:00:00,47737.83,10.773479444314278,0.004351503134207846,0.0,100.0,0.0,0.002029406429308896,0.00910903102805323,-0.008733204113552863,4.605170185988092,0.0,0.0
2021-09-01 12:00:00,47731.78,10.773352702411632,-0.00012674190264583274,0.0,100.0,0.0,0.001382561929722477,0.009109466926181701,-0.008733640011681334,4.605170185988092,0.0,0.0
2021-09-01 13:00:00,47485.53,10.76818031203416,-0.005172390377472524,0.0,100.0,0.0,-0.0005839237624360235,0.00910968050849017,-0.008733853593989803,4.605170185988092,0.0,0.0
2021-09-01 14:00:00,47301.55,10.76429834349914,-0.003881968535019098,0.0,100.0,0.0,-0.0015733371942109457,0.009109785161954825,-0.008733958247454458,4.605170185988092,0.0,0.0
2021-09-01 15:00:00,47518.91,10.768883016063016,0.004584672563876069,0.0,100.0,0.0,0.0002740657332151587,0.009109836441704378,-0.00873400952720401,4.605170185988092,0.0,0.0
2021-09-01 16:00:00,48471.63,10.788733957322874,0.019850941259857535,0.0,100.0,0.0,0.006147128391207872,0.009109861568674067,-0.0087340346541737,4.605170185988092,0.0,0.0
2021-09-01 17:00:00,48748.06,10.79442068076236,0.0056867234394868404,0.0,100.0,0.0,0.0060090069056915624,0.00910987388086338,-0.008734046966363013,4.605170185988092,0.0,0.0
2021-09-01 18:00:00,48671.49,10.792848716700375,-0.0015719640619860087,0.0,100.0,0.0,0.003734715615388291,0.009109879913829944,-0.008734052999329577,4.605170185988092,0.0,0.0
2021-09-01 19:00:00,48171.38,10.782520347750339,-0.010328368950036193,0.0,100.0,0.0,-0.0004842097542390542,0.009109882869982069,-0.008734055955481702,4.605170185988092,0.0,0.0
2021-09-01 20:00:00,48279.65,10.784765425806567,0.0022450780562284223,0.0,100.0,0.0,0.0003345765889011887,0.009109884318496252,-0.008734057403995885,4.605170185988092,0.0,0.0
2021-09-01 21:00:00,48461.3,10.788520820259151,0.0037553944525843264,0.0,100.0,0.0,0.0013608219480061299,0.009109885028268117,-0.00873405811376775,4.605170185988092,0.0,0.0
2021-09-01 22:00:00,48432.58,10.787928006743147,-0.0005928135160040426,0.0,100.0,0.0,0.0007747313088030781,0.00910988537605631,-0.008734058461555942,4.605170185988092,0.0,0.0
2021-09-01 23:00:00,48840.01,10.796305132974824,0.008377126231676968,0.0,100.0,0.0,0.0030554497856652447,0.009109885546472518,-0.008734058631972151,4.605170185988092,0.0,0.0
2021-09-02 00:00:00,48799.3,10.795471247476064,-0.0008338854987606226,0.0,100.0,0.0,0.001888649200337484,0.009109885629976461,-0.008734058715476094,4.605170185988092,0.0,0.0
2021-09-02 01:00:00,49715.05,10.814062983146345,0.01859173567028094,0.0,100.0,0.0,0.00689957514132052,0.009109885670893393,-0.008734058756393026,4.605170185988092,0.0,0.0
2021-09-02 02:00:00,49598.04,10.811706595803203,-0.002356387343141364,0.0,100.0,0.0,0.0041227863959819545,0.009109885690942687,-0.00873405877644232,4.605170185988092,0.0,0.0
2021-09-02 03:00:00,49582.77,10.811398673330688,-0.0003079224725155427,0.0,100.0,0.0,0.0027935737354327053,0.009109885700766844,-0.008734058786266477,4.605170185988092,0.0,0.0
2021-09-02 04:00:00,49404.21,10.807790922216833,-0.0036077511138543628,0.0,100.0,0.0,0.0008731762806465848,0.009109885705580679,-0.008734058791080312,4.605170185988092,0.0,0.0
2021-09-02 05:00:00,49470.54,10.809132619868667,0.001341697651833229,0.0,100.0,0.0,0.001013732692002578,0.009109885707939459,-0.008734058793439092,4.605170185988092,0.0,0.0
2021-09-02 06:00:00,49972.86,10.819235337041032,0.010102717172365772,0.0,100.0,0.0,0.0037404280361115357,0.00910988570909526,-0.008734058794594893,4.605170185988092,0.0,0.0
2021-09-02 07:00:00,49887.43,10.817524346198901,-0.0017109908421311104,0.0,100.0,0.0,0.002105002372638742,0.009109885709661604,-0.008734058795161237,4.605170185988092,0.0,0.0
2021-09-02 08:00:00,50116.19,10.822099388562663,0.0045750423637613835,0.0,100.0,0.0,0.002846014369975534,0.00910988570993911,-0.008734058795438744,4.605170185988092,0.0,0.0
2021-09-02 09:00:00,49832.6,10.816424667317428,-0.005674721245235048,0.0,100.0,0.0,0.00028979368541235924,0.00910988571007509,-0.008734058795574724,4.605170185988092,0.0,0.0
2021-09-02 10:00:00,50058.9,10.8209555911127,0.0045309237952722015,0.0,100.0,0.0,0.0015621327183703117,0.009109885710141721,-0.008734058795641354,4.605170185988092,0.0,0.0
2021-09-02 11:00:00,50102.55,10.821827183981279,0.0008715928685791852,0.0,100.0,0.0,0.0013549707634329736,0.009109885710174369,-0.008734058795674002,4.605170185988092,0.0,0.0
2021-09-02 12:00:00,50010.92,10.819996660564476,-0.0018305234168032314,0.0,100.0,0.0,0.0003993225093621121,0.009109885710190368,-0.008734058795690001,4.605170185988092,0.0,0.0
2021-09-02 13:00:00,50152.35,10.822820651713949,0.0028239911494729597,0.0,100.0,0.0,0.0011267231013953663,0.009109885710198206,-0.008734058795697839,4.605170185988092,0.0,0.0
2021-09-02 14:00:00,49543.53,10.810606956055864,-0.012213695658084944,0.0,100.0,0.0,-0.0028754025264487266,0.009109885710202046,-0.00873405879570168,4.605170185988092,0.0,0.0
2021-09-02 15:00:00,49576.4,10.811270193029598,0.0006632369737342714,0.0,100.0,0.0,-0.0018138106763938271,0.00910988571020393,-0.008734058795703563,4.605170185988092,0.0,0.0
