time,BTC,ETH,SOL,XRP,BNB,USDT,ADA,DOT,LUNA,DOGE
2020-11-01 01:00:00,13770.78,389.16,1.556,0.2403,28.59,1.002,0.09378,4.194,0.303,0.002549
2020-11-01 02:00:00,13721.73,387.91,1.553,0.2393,28.39,1.002,0.09374,4.193,0.3011,0.00257
2020-11-01 03:00:00,13700.1,386.75,1.534,0.2392,28.4,1.002,0.09355,4.177,0.3013,0.002574
2020-11-01 04:00:00,13683.91,386.57,1.529,0.2391,28.23,1.002,0.09338,4.157,0.3002,0.002567
2020-11-01 05:00:00,13705.51,386.08,1.531,0.2391,28.27,1.002,0.09315,4.143,0.3006,0.002611
2020-11-01 06:00:00,13728.62,387.01,1.532,0.2396,28.36,1.002,0.09346,4.151,0.3012,0.002576
2020-11-01 07:00:00,13802.37,389.23,1.536,0.2402,28.43,1.002,0.09389,4.171,0.302,0.002574
2020-11-01 08:00:00,13758.55,387.72,1.532,0.2391,28.3,1.002,0.09386,4.141,0.3027,0.002579
2020-11-01 09:00:00,13693.97,386.17,1.504,0.2385,28.29,1.002,0.09312,4.123,0.3013,0.002562
2020-11-01 10:00:00,13735.58,387.62,1.528,0.2394,28.25,1.002,0.09368,4.158,0.3016,0.00258
2020-11-01 11:00:00,13707.31,386.96,1.522,0.239,28.2,1.002,0.09355,4.142,0.3014,0.002601
2020-11-01 12:00:00,13772.28,388.52,1.541,0.2382,28.21,1.002,0.09557,4.146,0.3015,0.00257
2020-11-01 13:00:00,13794.04,387.75,1.541,0.2384,28.15,1.001,0.09599,4.14,0.3011,0.002583
2020-11-01 14:00:00,13803.36,388.15,1.539,0.2388,28.21,1.002,0.09551,4.167,0.3015,0.002606
2020-11-01 15:00:00,13810.43,388.63,1.565,0.2396,28.24,1.002,0.09637,4.184,0.3,0.002614
2020-11-01 16:00:00,13804.51,389.43,1.583,0.2393,28.16,1.002,0.09618,4.165,0.3005,0.002593
2020-11-01 17:00:00,13816.34,389.48,1.594,0.2395,28.16,1.002,0.09644,4.16,0.3005,0.00261
2020-11-01 18:00:00,13805.14,389.22,1.593,0.2391,28.2,1.002,0.09641,4.157,0.3003,0.002576
2020-11-01 19:00:00,13792.21,389.08,1.592,0.2396,28.15,1.002,0.09622,4.142,0.3004,0.002573
2020-11-01 20:00:00,13824.9,394.15,1.618,0.2401,28.3,1.002,0.09812,4.147,0.3003,0.00259
2020-11-01 21:00:00,13814.05,396.46,1.621,0.2411,28.29,1.002,0.09791,4.185,0.3002,0.002606
2020-11-01 22:00:00,13701.41,395.29,1.593,0.2401,28.28,1.002,0.09744,4.216,0.2999,0.002574
2020-11-01 23:00:00,13761.72,396.75,1.603,0.24,28.51,1.002,0.09818,4.222,0.3003,0.002579
2020-11-02 00:00:00,13811.55,402.74,1.621,0.2429,28.89,1.002,0.09961,4.256,0.3015,0.002586
2020-11-02 01:00:00,13762.1,402.68,1.614,0.2439,28.87,1.002,0.09943,4.245,0.3017,0.002584
2020-11-02 02:00:00,13730.97,401.22,1.6,0.242,28.71,1.002,0.09913,4.245,0.3017,0.002568
2020-11-02 03:00:00,13708.68,399.47,1.59,0.2406,28.66,1.002,0.09916,4.226,0.3015,0.002595
2020-11-02 04:00:00,13704.63,398.67,1.577,0.2408,28.64,1.002,0.09825,4.218,0.3001,0.002577
2020-11-02 05:00:00,13697.49,398.32,1.586,0.2407,28.7,1.002,0.09814,4.214,0.2989,0.002607
2020-11-02 06:00:00,13736.74,398.78,1.593,0.2411,28.92,1.001,0.09827,4.212,0.2969,0.002592
2020-11-02 07:00:00,13743.47,399.57,1.595,0.2417,29.0,1.001,0.09892,4.215,0.2962,0.002591
2020-11-02 08:00:00,13462.21,384.84,1.517,0.2362,28.59,1.002,0.09606,4.085,0.2955,0.002574
2020-11-02 09:00:00,13580.31,387.58,1.51,0.2378,28.76,1.002,0.09616,4.116,0.2966,0.00255
2020-11-02 10:00:00,13495.77,384.01,1.487,0.2362,28.61,1.001,0.09552,4.083,0.2965,0.002601
2020-11-02 11:00:00,13415.88,384.38,1.489,0.2363,28.72,1.001,0.09504,4.085,0.2962,0.002588
2020-11-02 12:00:00,13309.68,381.12,1.48,0.2349,28.3,1.002,0.09248,4.033,0.2939,0.00253
2020-11-02 13:00:00,13402.08,384.24,1.492,0.2353,28.4,1.002,0.0931,4.05,0.2936,0.002556
2020-11-02 14:00:00,13478.09,385.33,1.486,0.2358,28.52,1.002,0.09365,4.06,0.2922,0.002554
2020-11-02 15:00:00,13505.93,385.46,1.486,0.2353,28.32,1.001,0.09371,4.079,0.2915,0.002574
2020-11-02 16:00:00,13519.3,386.11,1.476,0.2355,28.13,1.001,0.09317,4.063,0.2932,0.002557
2020-11-02 17:00:00,13517.34,385.51,1.473,0.2351,28.13,1.001,0.09303,4.075,0.2932,0.002545
2020-11-02 18:00:00,13465.49,384.77,1.473,0.2343,28.08,1.002,0.09268,4.066,0.2923,0.002575
2020-11-02 19:00:00,13562.6,386.81,1.474,0.2359,28.17,1.002,0.09361,4.044,0.2877,0.002543
2020-11-02 20:00:00,13670.11,387.48,1.486,0.2361,28.24,1.001,0.09381,4.049,0.2883,0.002538
2020-11-02 21:00:00,13622.44,385.79,1.494,0.2353,28.16,1.002,0.09334,4.011,0.2887,0.002572
2020-11-02 22:00:00,13584.36,383.49,1.493,0.2349,27.88,1.001,0.09255,4.005,0.2879,0.002519
2020-11-02 23:00:00,13571.24,383.66,1.484,0.2356,27.85,1.002,0.09258,4.005,0.2866,0.002517
2020-11-03 00:00:00,13539.66,384.26,1.477,0.2356,27.31,1.001,0.09226,4.028,0.2808,0.002521
2020-11-03 01:00:00,13607.12,385.08,1.482,0.2363,27.36,1.001,0.09264,4.064,0.2806,0.002543
2020-11-03 02:00:00,13437.43,379.2,1.463,0.2331,25.88,1.001,0.09074,3.973,0.2786,0.002522
2020-11-03 03:00:00,13403.44,374.61,1.456,0.2299,26.19,1.002,0.08981,3.934,0.2779,0.00246
2020-11-03 04:00:00,13424.29,374.27,1.444,0.2303,26.22,1.001,0.08948,3.933,0.2773,0.002526
2020-11-03 05:00:00,13370.66,374.51,1.439,0.2306,26.57,1.001,0.08953,3.937,0.2773,0.002522
2020-11-03 06:00:00,13427.17,375.56,1.451,0.2314,26.6,1.001,0.09068,3.964,0.2773,0.002524
2020-11-03 07:00:00,13442.83,375.73,1.456,0.2312,26.76,1.001,0.09062,3.956,0.2785,0.002594
2020-11-03 08:00:00,13522.13,378.08,1.46,0.2323,26.88,1.001,0.09074,3.973,0.2794,0.00252
2020-11-03 09:00:00,13566.7,379.19,1.436,0.2327,26.75,1.001,0.09146,4.003,0.2797,0.002515
2020-11-03 10:00:00,13555.47,381.59,1.471,0.2424,26.88,1.001,0.09236,4.01,0.2802,0.00251
2020-11-03 11:00:00,13535.43,379.94,1.458,0.2393,26.87,1.001,0.09224,4.0,0.28,0.002546
2020-11-03 12:00:00,13522.63,379.99,1.441,0.2373,26.8,1.001,0.09158,3.975,0.2819,0.002504
2020-11-03 13:00:00,13698.66,383.8,1.464,0.239,26.85,1.001,0.09239,4.001,0.2842,0.002519
2020-11-03 14:00:00,13786.07,384.63,1.473,0.2403,26.77,1.002,0.09329,4.006,0.2862,0.002515
2020-11-03 15:00:00,13716.19,381.86,1.449,0.2382,26.6,1.001,0.09202,3.966,0.286,0.002516
2020-11-03 16:00:00,13731.74,381.88,1.446,0.2365,26.64,1.001,0.09162,3.938,0.2873,0.002507
2020-11-03 17:00:00,13747.95,382.19,1.437,0.2373,26.51,1.002,0.09164,3.933,0.2879,0.002546
2020-11-03 18:00:00,13753.25,382.37,1.426,0.2379,26.57,1.001,0.09218,3.948,0.2877,0.002538
2020-11-03 19:00:00,13739.41,383.53,1.446,0.2384,26.65,1.002,0.0931,3.975,0.2876,0.002549
2020-11-03 20:00:00,13738.79,382.78,1.437,0.2381,26.78,1.001,0.09303,3.969,0.288,0.002525
2020-11-03 21:00:00,13739.32,383.33,1.436,0.2383,26.82,1.001,0.09325,3.972,0.2878,0.002535
2020-11-03 22:00:00,13833.74,388.18,1.441,0.2388,26.93,1.001,0.09323,3.973,0.2893,0.002516
2020-11-03 23:00:00,14023.78,388.17,1.412,0.2395,26.9,1.001,0.09365,4.021,0.2911,0.002558
2020-11-04 00:00:00,13868.19,385.0,1.378,0.2379,26.71,1.001,0.0936,4.007,0.2886,0.00251
2020-11-04 01:00:00,13830.9,383.67,1.375,0.2388,26.62,1.002,0.09327,4.007,0.2875,0.00255
2020-11-04 02:00:00,13766.22,382.96,1.356,0.2373,26.53,1.001,0.09234,4.006,0.2868,0.002544
2020-11-04 03:00:00,13926.92,386.73,1.356,0.239,26.49,1.002,0.09334,4.03,0.287,0.002543
2020-11-04 04:00:00,13906.9,385.78,1.374,0.2384,26.59,1.001,0.09425,4.031,0.2869,0.002526
2020-11-04 05:00:00,13802.94,383.68,1.358,0.238,26.49,1.001,0.09488,4.014,0.2849,0.002513
2020-11-04 06:00:00,13799.86,384.19,1.377,0.2373,26.47,1.0,0.09462,4.033,0.2873,0.00255
2020-11-04 07:00:00,13596.47,378.48,1.364,0.2333,26.25,1.001,0.0926,3.928,0.2827,0.002532
2020-11-04 08:00:00,13656.26,380.78,1.363,0.2365,26.45,1.001,0.09401,3.965,0.2795,0.002549
2020-11-04 09:00:00,13664.03,381.11,1.372,0.236,26.4,1.001,0.09457,3.95,0.2796,0.002528
2020-11-04 10:00:00,13702.17,381.47,1.37,0.2361,26.38,1.001,0.09401,3.949,0.2795,0.002521
2020-11-04 11:00:00,13730.54,381.43,1.37,0.2351,26.28,1.001,0.09426,3.961,0.2802,0.00251
2020-11-04 12:00:00,13826.88,383.14,1.37,0.2357,26.37,1.001,0.09442,3.953,0.281,0.002549
2020-11-04 13:00:00,13847.59,383.3,1.362,0.2353,26.56,1.001,0.09429,3.94,0.2814,0.002539
2020-11-04 14:00:00,13847.92,381.87,1.33,0.2337,25.98,1.001,0.09264,3.927,0.2818,0.002556
2020-11-04 15:00:00,13917.65,383.99,1.3,0.2343,26.1,1.001,0.09233,3.952,0.2816,0.002527
2020-11-04 16:00:00,14042.52,401.53,1.34,0.2355,26.58,1.002,0.09469,4.055,0.2834,0.002543
2020-11-04 17:00:00,14092.35,401.53,1.399,0.2374,26.85,1.002,0.0955,4.074,0.2838,0.002565
2020-11-04 18:00:00,14098.19,401.49,1.408,0.2384,26.89,1.001,0.09567,4.129,0.2841,0.002549
2020-11-04 19:00:00,14117.42,402.95,1.401,0.2383,26.87,1.002,0.09575,4.092,0.2838,0.002565
2020-11-04 20:00:00,14043.74,401.48,1.402,0.2372,26.67,1.001,0.09534,4.098,0.2835,0.002504
2020-11-04 21:00:00,13998.56,400.93,1.403,0.2373,26.6,1.001,0.09541,4.098,0.2828,0.00253
2020-11-04 22:00:00,14127.69,401.79,1.408,0.2387,26.7,1.001,0.09595,4.086,0.2838,0.002551
2020-11-04 23:00:00,14157.73,402.79,1.396,0.2379,26.98,1.002,0.09553,4.102,0.2851,0.002552
2020-11-05 00:00:00,14119.7,401.99,1.401,0.2384,27.29,1.002,0.09565,4.084,0.2855,0.002557
2020-11-05 01:00:00,14151.32,403.93,1.402,0.2391,27.35,1.002,0.09636,4.095,0.2856,0.002553
2020-11-05 02:00:00,14242.25,404.91,1.404,0.2397,27.43,1.001,0.09541,4.13,0.2851,0.002543
2020-11-05 03:00:00,14328.51,405.07,1.403,0.2396,27.37,1.001,0.09525,4.125,0.2857,0.002597
2020-11-05 04:00:00,14299.18,403.52,1.422,0.2401,27.6,1.001,0.09542,4.138,0.2857,0.002543
2020-11-05 05:00:00,14331.5,403.58,1.413,0.2399,27.52,1.001,0.0952,4.124,0.2838,0.002572
2020-11-05 06:00:00,14352.08,401.71,1.422,0.2396,27.38,1.002,0.09493,4.1,0.284,0.002589
2020-11-05 07:00:00,14496.16,403.28,1.428,0.2397,27.47,1.001,0.09469,4.107,0.2833,0.002604
2020-11-05 08:00:00,14440.2,399.5,1.372,0.2387,27.25,1.001,0.09331,4.076,0.2827,0.002594
2020-11-05 09:00:00,14472.39,398.57,1.361,0.2383,27.15,1.001,0.09312,4.062,0.2824,0.002579
2020-11-05 10:00:00,14642.38,404.13,1.35,0.239,27.21,1.001,0.09308,4.072,0.2832,0.002577
2020-11-05 11:00:00,14722.38,403.83,1.351,0.2391,27.27,1.001,0.09315,4.071,0.2855,0.002637
2020-11-05 12:00:00,14900.25,403.5,1.33,0.2388,26.91,1.001,0.09289,4.032,0.2847,0.00259
2020-11-05 13:00:00,14839.85,406.02,1.36,0.2411,26.89,1.002,0.09353,4.06,0.2817,0.002599
2020-11-05 14:00:00,14911.51,415.01,1.48,0.2458,27.59,1.002,0.09658,4.23,0.2869,0.002623
2020-11-05 15:00:00,15105.65,414.33,1.454,0.2457,27.58,1.002,0.09697,4.214,0.2882,0.002606
2020-11-05 16:00:00,15159.37,413.22,1.424,0.2455,27.76,1.001,0.09736,4.273,0.2905,0.002637
2020-11-05 17:00:00,15055.76,411.39,1.414,0.2446,27.67,1.001,0.0972,4.255,0.2897,0.002623
2020-11-05 18:00:00,14961.18,410.75,1.43,0.2449,27.54,1.002,0.09719,4.259,0.2907,0.002633
2020-11-05 19:00:00,15123.69,413.51,1.423,0.245,27.59,1.001,0.09764,4.254,0.2925,0.002616
2020-11-05 20:00:00,15088.82,414.22,1.418,0.2457,27.61,1.001,0.0979,4.249,0.2912,0.002644
2020-11-05 21:00:00,15245.01,413.44,1.4,0.2446,27.47,1.002,0.097,4.189,0.2913,0.002649
2020-11-05 22:00:00,15558.93,418.27,1.41,0.2461,27.69,1.001,0.098,4.212,0.2914,0.002635
2020-11-05 23:00:00,15599.92,416.89,1.411,0.2458,27.72,1.001,0.09772,4.23,0.2952,0.002695
2020-11-06 00:00:00,15864.26,426.23,1.453,0.2492,28.37,1.0,0.09868,4.316,0.2954,0.002679
2020-11-06 01:00:00,15801.28,436.24,1.529,0.2518,28.57,1.001,0.1016,4.371,0.2958,0.0027
2020-11-06 02:00:00,15668.39,434.42,1.508,0.2503,28.33,1.002,0.1021,4.396,0.2957,0.002684
2020-11-06 03:00:00,15481.16,427.8,1.549,0.2489,28.05,1.001,0.1016,4.354,0.2972,0.002667
2020-11-06 04:00:00,15544.15,429.71,1.579,0.2496,28.24,1.001,0.1017,4.37,0.2975,0.002687
2020-11-06 05:00:00,15657.73,432.0,1.577,0.2508,28.54,1.002,0.1018,4.393,0.2997,0.00269
2020-11-06 06:00:00,15713.47,434.3,1.628,0.2528,28.61,1.001,0.1023,4.401,0.3015,0.002703
2020-11-06 07:00:00,15754.88,436.17,1.642,0.2549,28.86,1.002,0.1023,4.429,0.3015,0.0027
2020-11-06 08:00:00,15474.66,430.61,1.62,0.252,28.55,1.001,0.1019,4.365,0.3007,0.002769
2020-11-06 09:00:00,15417.39,432.7,1.664,0.2532,28.58,1.001,0.1049,4.398,0.2996,0.002721
2020-11-06 10:00:00,15605.36,443.81,1.754,0.2594,29.18,1.001,0.1059,4.493,0.302,0.002717
2020-11-06 11:00:00,15598.03,443.54,1.744,0.2595,29.43,1.001,0.1061,4.503,0.3043,0.002796
2020-11-06 12:00:00,15483.91,440.91,1.7,0.258,29.05,1.001,0.1057,4.459,0.3041,0.002806
2020-11-06 13:00:00,15690.79,445.15,1.742,0.2611,29.31,1.001,0.1088,4.551,0.3079,0.002784
2020-11-06 14:00:00,15470.26,440.6,1.759,0.2573,28.94,1.001,0.1066,4.497,0.3072,0.002797
2020-11-06 15:00:00,15421.82,435.43,1.709,0.257,28.81,1.002,0.1071,4.497,0.3047,0.002795
2020-11-06 16:00:00,15506.77,442.9,1.71,0.2588,28.9,1.001,0.1095,4.521,0.3064,0.002795
2020-11-06 17:00:00,15483.65,441.35,1.791,0.2579,28.95,1.001,0.1091,4.519,0.3032,0.002812
2020-11-06 18:00:00,15472.5,442.67,1.838,0.2582,28.93,1.001,0.1089,4.52,0.3034,0.002782
2020-11-06 19:00:00,15444.26,441.49,1.786,0.2573,28.82,1.001,0.1085,4.504,0.303,0.002791
2020-11-06 20:00:00,15483.25,443.1,1.845,0.2543,28.81,1.001,0.1077,4.479,0.3032,0.002742
2020-11-06 21:00:00,15557.73,446.76,1.909,0.2554,28.91,1.001,0.1086,4.506,0.3048,0.002783
2020-11-06 22:00:00,15610.73,456.09,1.906,0.2595,28.91,1.002,0.1087,4.625,0.305,0.00278
2020-11-06 23:00:00,15590.62,456.34,1.912,0.2589,29.05,1.002,0.1093,4.584,0.3065,0.002759
2020-11-07 00:00:00,15637.82,464.05,2.094,0.2627,29.18,1.002,0.1094,4.698,0.306,0.002798
2020-11-07 01:00:00,15690.69,465.7,2.24,0.2663,29.28,1.001,0.1115,4.758,0.3108,0.002821
2020-11-07 02:00:00,15600.98,460.53,2.146,0.2655,29.16,1.001,0.1124,4.675,0.3112,0.002811
2020-11-07 03:00:00,15567.07,458.84,2.146,0.2646,29.03,1.002,0.1111,4.661,0.3104,0.002814
2020-11-07 04:00:00,15525.65,458.32,2.265,0.2633,28.92,1.001,0.1114,4.682,0.3097,0.002785
2020-11-07 05:00:00,15572.35,460.36,2.281,0.2638,29.15,1.001,0.1119,4.7,0.3107,0.002815
2020-11-07 06:00:00,15551.78,458.89,2.239,0.2644,29.13,1.002,0.111,4.673,0.3089,0.002818
2020-11-07 07:00:00,15457.7,457.08,2.224,0.2625,28.92,1.001,0.1117,4.636,0.3081,0.002813
2020-11-07 08:00:00,15521.3,462.08,2.2,0.2636,29.15,1.001,0.1111,4.65,0.3084,0.002803
2020-11-07 09:00:00,15495.85,461.93,2.248,0.2633,29.26,1.001,0.1111,4.63,0.3079,0.002802
2020-11-07 10:00:00,15569.76,462.89,2.28,0.2634,29.52,1.001,0.112,4.623,0.3109,0.002802
2020-11-07 11:00:00,15531.31,463.14,2.407,0.2641,29.51,1.001,0.1122,4.614,0.3103,0.00281
2020-11-07 12:00:00,15525.07,462.03,2.411,0.2651,29.81,1.001,0.1121,4.648,0.3108,0.002817
2020-11-07 13:00:00,15522.77,464.29,2.381,0.2636,29.71,1.001,0.1101,4.542,0.3103,0.002847
2020-11-07 14:00:00,15300.09,447.09,2.105,0.2557,28.84,1.001,0.1039,4.37,0.3026,0.002798
2020-11-07 15:00:00,15338.88,447.86,2.173,0.2558,28.81,1.001,0.1053,4.392,0.3005,0.002726
2020-11-07 16:00:00,15359.13,452.52,2.165,0.2564,28.81,1.001,0.1058,4.394,0.301,0.002668
2020-11-07 17:00:00,15243.62,447.18,2.084,0.2544,28.38,1.001,0.1045,4.32,0.3003,0.002708
2020-11-07 18:00:00,14916.21,434.71,2.016,0.2475,27.59,1.001,0.1019,4.178,0.2971,0.00266
2020-11-07 19:00:00,14674.47,432.04,1.888,0.2473,27.43,1.001,0.1005,4.16,0.2948,0.002615
2020-11-07 20:00:00,14876.67,437.9,2.098,0.2495,27.85,1.002,0.1028,4.222,0.2983,0.002667
2020-11-07 21:00:00,14840.85,435.89,1.972,0.2482,27.8,1.001,0.1023,4.195,0.298,0.002644
2020-11-07 22:00:00,14830.73,437.23,2.056,0.2498,27.97,1.002,0.1027,4.227,0.2925,0.002664
2020-11-07 23:00:00,14838.16,435.82,2.035,0.2494,27.78,1.001,0.1013,4.239,0.2919,0.002679
2020-11-08 00:00:00,14923.85,438.48,2.095,0.2506,28.0,1.001,0.1028,4.243,0.2936,0.002689
2020-11-08 01:00:00,15074.03,442.88,2.177,0.2516,28.2,1.002,0.1031,4.31,0.2942,0.002642
2020-11-08 02:00:00,15021.78,440.87,2.119,0.2505,28.02,1.001,0.1032,4.252,0.295,0.002699
2020-11-08 03:00:00,14982.02,438.97,2.052,0.2508,28.03,1.001,0.1028,4.261,0.2953,0.002681
2020-11-08 04:00:00,15001.53,438.37,1.988,0.2514,27.92,1.001,0.1026,4.259,0.2993,0.0027
2020-11-08 05:00:00,15078.76,441.2,2.037,0.2524,28.17,1.002,0.1035,4.305,0.3004,0.002717
2020-11-08 06:00:00,15029.92,438.72,2.012,0.2518,27.97,1.002,0.1026,4.281,0.3003,0.002687
2020-11-08 07:00:00,14955.63,436.41,2.033,0.2507,27.83,1.002,0.1027,4.274,0.3005,0.002677
2020-11-08 08:00:00,14989.68,438.45,1.983,0.2522,27.99,1.001,0.1039,4.27,0.3008,0.002673
2020-11-08 09:00:00,15038.47,441.11,2.039,0.2519,28.0,1.001,0.1052,4.282,0.3017,0.00271
2020-11-08 10:00:00,15160.56,444.81,2.103,0.2535,28.23,1.001,0.1066,4.363,0.3038,0.002715
2020-11-08 11:00:00,15181.3,445.72,2.126,0.2537,28.37,1.001,0.1065,4.377,0.3047,0.002686
2020-11-08 12:00:00,15264.16,446.53,2.159,0.2538,28.47,1.001,0.107,4.363,0.3047,0.00272
2020-11-08 13:00:00,15218.84,444.99,2.128,0.253,28.32,1.0,0.1064,4.34,0.3047,0.002693
2020-11-08 14:00:00,15349.56,453.44,2.191,0.2559,28.63,1.001,0.1082,4.394,0.3051,0.00273
2020-11-08 15:00:00,15353.64,453.82,2.24,0.2551,28.53,1.001,0.1077,4.382,0.3052,0.002693
2020-11-08 16:00:00,15409.66,453.71,2.223,0.2555,28.49,1.001,0.1072,4.369,0.3059,0.002768
2020-11-08 17:00:00,15587.99,458.28,2.229,0.2565,28.64,1.001,0.107,4.411,0.3076,0.002752
2020-11-08 18:00:00,15548.75,456.95,2.206,0.2557,28.58,1.001,0.1074,4.399,0.3069,0.002748
2020-11-08 19:00:00,15356.64,452.4,2.131,0.2544,28.33,1.001,0.1062,4.308,0.3058,0.00271
2020-11-08 20:00:00,15389.3,451.89,2.128,0.2541,28.3,1.001,0.1068,4.361,0.3016,0.002713
2020-11-08 21:00:00,15351.8,450.34,2.077,0.253,28.2,1.001,0.1058,4.316,0.3017,0.00271
2020-11-08 22:00:00,15522.35,454.95,2.115,0.2543,28.28,1.001,0.1062,4.375,0.3027,0.002702
2020-11-08 23:00:00,15488.25,454.74,2.16,0.2538,28.42,1.001,0.1068,4.375,0.3037,0.002735
2020-11-09 00:00:00,15558.38,457.12,2.175,0.2552,28.58,1.001,0.1074,4.402,0.3043,0.002724
2020-11-09 01:00:00,15526.45,455.3,2.139,0.2537,28.68,1.002,0.1069,4.402,0.3054,0.002701
2020-11-09 02:00:00,15484.06,453.22,2.125,0.2533,28.58,1.001,0.1058,4.405,0.303,0.002708
2020-11-09 03:00:00,15460.55,452.68,2.107,0.253,28.46,1.001,0.1049,4.394,0.3012,0.002686
2020-11-09 04:00:00,15392.35,451.3,2.056,0.2522,28.35,1.001,0.104,4.367,0.3,0.002681
2020-11-09 05:00:00,15484.1,453.5,2.076,0.2531,28.44,1.001,0.1045,4.385,0.3018,0.002681
2020-11-09 06:00:00,15397.82,449.94,2.081,0.2504,28.29,1.002,0.1039,4.332,0.3006,0.00271
2020-11-09 07:00:00,15325.26,445.7,2.038,0.2501,28.09,1.001,0.1037,4.315,0.3001,0.00271
2020-11-09 08:00:00,15407.67,448.53,2.082,0.252,28.3,1.001,0.105,4.333,0.3006,0.00273
2020-11-09 09:00:00,15425.04,450.72,2.087,0.2513,28.34,1.001,0.1054,4.344,0.3008,0.002741
2020-11-09 10:00:00,15480.68,452.66,2.131,0.2532,28.5,1.001,0.1059,4.4,0.3009,0.002764
2020-11-09 11:00:00,15808.71,458.62,2.174,0.2557,28.61,1.001,0.1063,4.455,0.3043,0.002736
2020-11-09 12:00:00,15563.25,453.82,2.121,0.2522,28.37,1.001,0.1051,4.377,0.3019,0.002749
2020-11-09 13:00:00,15302.33,447.35,2.042,0.2506,28.17,1.001,0.1041,4.328,0.3015,0.002733
2020-11-09 14:00:00,15094.62,443.73,1.99,0.2482,27.62,1.001,0.1036,4.289,0.298,0.002776
2020-11-09 15:00:00,15023.55,438.33,1.98,0.2469,27.66,1.001,0.1024,4.275,0.2982,0.002684
2020-11-09 16:00:00,15124.15,442.9,2.04,0.2487,27.86,1.001,0.103,4.346,0.2996,0.002714
2020-11-09 17:00:00,15236.35,445.19,2.047,0.2499,27.99,1.001,0.1042,4.354,0.3008,0.002736
2020-11-09 18:00:00,15322.03,445.94,2.041,0.2506,27.99,1.001,0.1053,4.414,0.3003,0.002713
2020-11-09 19:00:00,15372.5,446.72,2.052,0.2504,28.07,1.001,0.1058,4.379,0.3008,0.002708
2020-11-09 20:00:00,15378.9,446.89,2.052,0.2503,27.99,1.001,0.1059,4.385,0.298,0.002686
2020-11-09 21:00:00,15387.48,447.86,2.055,0.2512,27.99,1.001,0.1064,4.375,0.2981,0.002676
2020-11-09 22:00:00,15255.27,442.95,2.001,0.2506,27.9,1.001,0.1055,4.338,0.2967,0.002703
2020-11-09 23:00:00,15335.03,444.45,2.04,0.2506,28.11,1.001,0.1054,4.34,0.298,0.002667
2020-11-10 00:00:00,15307.09,444.84,2.016,0.2497,28.0,1.001,0.1055,4.325,0.2986,0.002655
2020-11-10 01:00:00,15399.02,447.65,2.076,0.2511,28.09,1.001,0.1063,4.364,0.2972,0.002699
2020-11-10 02:00:00,15354.0,445.88,2.088,0.2514,28.16,1.001,0.1065,4.356,0.2959,0.002676
2020-11-10 03:00:00,15344.93,449.76,2.124,0.252,28.02,1.0,0.1055,4.374,0.296,0.00268
2020-11-10 04:00:00,15394.75,451.37,2.116,0.2522,28.17,1.001,0.1068,4.414,0.2951,0.002689
2020-11-10 05:00:00,15371.42,449.64,2.129,0.251,28.1,1.001,0.1061,4.375,0.2961,0.002681
2020-11-10 06:00:00,15297.28,448.06,2.089,0.2503,28.01,1.001,0.1056,4.361,0.2945,0.002634
2020-11-10 07:00:00,15299.52,449.65,2.115,0.2607,28.15,1.001,0.1067,4.388,0.3009,0.002696
2020-11-10 08:00:00,15385.38,451.41,2.138,0.2609,28.28,1.001,0.1083,4.4,0.3046,0.002687
2020-11-10 09:00:00,15400.98,452.96,2.228,0.2604,28.46,1.001,0.1087,4.442,0.3054,0.002743
2020-11-10 10:00:00,15334.06,448.98,2.151,0.2579,28.18,1.002,0.1073,4.433,0.3078,0.002776
2020-11-10 11:00:00,15297.27,447.9,2.14,0.2562,28.3,1.002,0.1072,4.429,0.307,0.002731
2020-11-10 12:00:00,15314.15,448.4,2.18,0.2562,28.27,1.002,0.1066,4.408,0.3078,0.002764
2020-11-10 13:00:00,15321.16,447.69,2.178,0.2566,28.24,1.002,0.1065,4.403,0.3081,0.002859
2020-11-10 14:00:00,15236.66,444.15,2.19,0.2534,28.13,1.001,0.1051,4.364,0.3098,0.00281
2020-11-10 15:00:00,15180.47,443.46,2.162,0.253,28.01,1.001,0.1044,4.354,0.3077,0.002773
2020-11-10 16:00:00,15260.04,445.75,2.218,0.254,28.06,1.002,0.105,4.381,0.3079,0.002781
2020-11-10 17:00:00,15317.29,447.2,2.259,0.2546,28.15,1.001,0.1052,4.372,0.31,0.002755
2020-11-10 18:00:00,15281.97,446.54,2.182,0.2556,28.15,1.002,0.1057,4.384,0.3104,0.002833
2020-11-10 19:00:00,15316.08,448.61,2.21,0.2563,28.21,1.001,0.1057,4.397,0.3105,0.00283
2020-11-10 20:00:00,15293.7,449.89,2.245,0.2553,28.19,1.001,0.1059,4.395,0.3097,0.002815
2020-11-10 21:00:00,15380.54,451.94,2.22,0.257,28.3,1.001,0.1065,4.432,0.3105,0.002831
2020-11-10 22:00:00,15383.14,454.14,2.278,0.2566,28.35,1.002,0.1068,4.434,0.309,0.002801
2020-11-10 23:00:00,15313.73,450.99,2.273,0.2542,28.22,1.002,0.1059,4.42,0.3092,0.002774
2020-11-11 00:00:00,15471.4,463.59,2.232,0.2569,28.44,1.001,0.1074,4.488,0.3117,0.002753
2020-11-11 01:00:00,15454.8,464.01,2.208,0.2576,28.5,1.002,0.1074,4.5,0.3122,0.002736
